Molecule,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),Density of all electrons_N+1_4(N),Density of Alpha electrons_N+1_4(N),Density of Beta electrons_N+1_4(N),Lagrangian kinetic energy G(r)_N+1_4(N),Hamiltonian kinetic energy K(r)_N+1_4(N),Potential energy density V(r)_N+1_4(N),Energy density E(r) or H(r)_N+1_4(N),Laplacian of electron density_N+1_4(N),Electron localization function (ELF)_N+1_4(N),Localized orbital locator (LOL)_N+1_4(N),Local information entropy_N+1_4(N),Sign(lambda2)*rho_N+1_4(N),Sign(lambda2)*rho with promolecular approximation_N+1_4(N),Average local ionization energy (ALIE)_N+1_4(N),Delta-g (under promolecular approximation)_N+1_4(N),Delta-g (under Hirshfeld partition)_N+1_4(N),ESP from nuclear charges_N+1_4(N),ESP from electrons_N+1_4(N),Total ESP_N+1_4(N),Density of all electrons_N-1_4(N),Density of Alpha electrons_N-1_4(N),Density of Beta electrons_N-1_4(N),Lagrangian kinetic energy G(r)_N-1_4(N),Hamiltonian kinetic energy K(r)_N-1_4(N),Potential energy density V(r)_N-1_4(N),Energy density E(r) or H(r)_N-1_4(N),Laplacian of electron density_N-1_4(N),Electron localization function (ELF)_N-1_4(N),Localized orbital locator (LOL)_N-1_4(N),Local information entropy_N-1_4(N),Sign(lambda2)*rho_N-1_4(N),Sign(lambda2)*rho with promolecular approximation_N-1_4(N),Average local ionization energy (ALIE)_N-1_4(N),Delta-g (under promolecular approximation)_N-1_4(N),Delta-g (under Hirshfeld partition)_N-1_4(N),ESP from nuclear charges_N-1_4(N),ESP from electrons_N-1_4(N),Total ESP_N-1_4(N),Density of all electrons_(N)-(N-1)_4(N),Density of all electrons_(N+1)-(N)_4(N),Density of all electrons_(N+1)-(N-1)_4(N),Density of Alpha electrons_(N)-(N-1)_4(N),Density of Alpha electrons_(N+1)-(N)_4(N),Density of Alpha electrons_(N+1)-(N-1)_4(N),Density of Beta electrons_(N)-(N-1)_4(N),Density of Beta electrons_(N+1)-(N)_4(N),Density of Beta electrons_(N+1)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N-1)_4(N),Potential energy density V(r)_(N)-(N-1)_4(N),Potential energy density V(r)_(N+1)-(N)_4(N),Potential energy density V(r)_(N+1)-(N-1)_4(N),Energy density E(r) or H(r)_(N)-(N-1)_4(N),Energy density E(r) or H(r)_(N+1)-(N)_4(N),Energy density E(r) or H(r)_(N+1)-(N-1)_4(N),Laplacian of electron density_(N)-(N-1)_4(N),Laplacian of electron density_(N+1)-(N)_4(N),Laplacian of electron density_(N+1)-(N-1)_4(N),Electron localization function (ELF)_(N)-(N-1)_4(N),Electron localization function (ELF)_(N+1)-(N)_4(N),Electron localization function (ELF)_(N+1)-(N-1)_4(N),Localized orbital locator (LOL)_(N)-(N-1)_4(N),Localized orbital locator (LOL)_(N+1)-(N)_4(N),Localized orbital locator (LOL)_(N+1)-(N-1)_4(N),Local information entropy_(N)-(N-1)_4(N),Local information entropy_(N+1)-(N)_4(N),Local information entropy_(N+1)-(N-1)_4(N),Sign(lambda2)*rho_(N)-(N-1)_4(N),Sign(lambda2)*rho_(N+1)-(N)_4(N),Sign(lambda2)*rho_(N+1)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N-1)_4(N),Average local ionization energy (ALIE)_(N)-(N-1)_4(N),Average local ionization energy (ALIE)_(N+1)-(N)_4(N),Average local ionization energy (ALIE)_(N+1)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N-1)_4(N),ESP from nuclear charges_(N)-(N-1)_4(N),ESP from nuclear charges_(N+1)-(N)_4(N),ESP from nuclear charges_(N+1)-(N-1)_4(N),ESP from electrons_(N)-(N-1)_4(N),ESP from electrons_(N+1)-(N)_4(N),ESP from electrons_(N+1)-(N-1)_4(N),Total ESP_(N)-(N-1)_4(N),Total ESP_(N+1)-(N)_4(N),Total ESP_(N+1)-(N-1)_4(N)
imifoplatin-conf_1,-0.0718868128,195.4911541,97.74557706,97.74557706,18.7605701,367393.2858,-367412.0463,-367393.2858,-1469498.101,0.9999990154,0.9990087082,-0.1606669279,-193.1620639,-193.1620639,13.91017781,0.04951828014,0.0706983224,2010329.264,-44.15464279,2010285.11,195.5573063,97.822009,97.73529734,18.71566149,367515.0446,-367533.7603,-367515.0446,-1469985.316,0.9999990212,0.9990116358,-0.1534609167,-193.1625941,-193.1625941,13.77603949,0.04913040803,0.07044706652,2141045.747,-44.28581195,2141001.461,195.4920268,97.74501077,97.747016,18.78644972,367395.6144,-367414.4009,-367395.6144,-1469507.312,0.9999990127,0.9990073494,-0.1684480529,-193.1641844,-193.1641844,14.05525293,0.04979525583,0.0708447561,2659859.208,-44.0096828,2659815.198,-0.0008727000000021,0.0661522000000047,0.0652795000000026,0.0005662900000089,0.0764319399999919,0.0769982300000009,-0.0014389399999998,-0.0102797199999997,-0.0117186599999996,-0.0258796200000013,-0.0449086100000002,-0.0707882300000015,-2.3286000000080094,121.75880000001052,119.43020000000251,2.3546000000205822,-121.71400000003632,-119.35940000001574,2.3286000000080094,-121.75880000001052,-119.43020000000251,9.21099999989383,-487.2150000000838,-478.00400000019,2.7000000013543964e-09,5.7999999247826395e-09,8.499999926137036e-09,1.3587999999620235e-06,2.927599999980046e-06,4.28639999994207e-06,0.007781125,0.0072060112,0.0149871362,0.0021205000000179,-0.0005302000000142,0.0015903000000037,0.0021205000000179,-0.0005302000000142,0.0015903000000037,-0.1450751199999995,-0.1341383199999999,-0.2792134399999995,-0.00027697569,-0.0003878721099999,-0.0006648477999999,-0.0001464337,-0.0002512558799999,-0.0003976895799999,-649529.9440000001,130716.483,-518813.4610000001,-0.1449599899999967,-0.131169160000006,-0.2761291500000027,-649530.0879999998,130716.35100000002,-518813.7369999997
imifoplatin-conf_2,-0.071890015,195.4911938,97.74559688,97.74559688,18.7604792,367393.3541,-367412.1146,-367393.3541,-1469498.374,0.9999990154,0.9990087133,-0.1606671936,-193.1620621,-193.1620621,13.91017179,0.04951872003,0.07069875045,2009972.594,-44.15467788,2009928.439,195.5573477,97.82203574,97.73531198,18.71558653,367515.1178,-367533.8334,-367515.1178,-1469985.609,0.9999990212,0.9990116401,-0.1534611912,-193.1625925,-193.1625925,13.7760294,0.04913074205,0.07044744026,2140713.644,-44.28584891,2140669.358,195.4920524,97.74502393,97.74702843,18.78638128,367395.6573,-367414.4437,-367395.6573,-1469507.484,0.9999990127,0.9990073533,-0.1684482264,-193.1641827,-193.1641827,14.0552446,0.04979546735,0.0708449628,2659279.862,-44.00971874,2659235.852,-0.000858600000015,0.0661539000000175,0.0652953000000025,0.0005729499999915,0.0764388600000103,0.0770118100000019,-0.0014315500000066,-0.0102848999999878,-0.0117164499999944,-0.0259020800000016,-0.0448926699999994,-0.070794750000001,-2.303200000023935,121.76370000001045,119.4604999999865,2.329100000031758,-121.71880000003148,-119.38969999999972,2.303200000023935,-121.76370000001045,-119.4604999999865,9.109999999869617,-487.2349999998696,-478.125,2.7000000013543964e-09,5.7999999247826395e-09,8.499999926137036e-09,1.35999999995029e-06,2.926800000024876e-06,4.286799999975166e-06,0.0077810328,0.0072060023999999,0.0149870351999999,0.0021205999999835,-0.0005303999999739,0.0015902000000096,0.0021205999999835,-0.0005303999999739,0.0015902000000096,-0.1450728100000002,-0.1341423899999991,-0.2792151999999994,-0.0002767473199999,-0.0003879779799999,-0.0006647252999999,-0.0001462123499999,-0.00025131019,-0.00039752254,-649307.2680000002,130741.0499999998,-518566.21800000034,-0.1449591400000045,-0.1311710299999973,-0.2761301700000018,-649307.413,130740.919,-518566.494
imifoplatin-conf_3,-0.0742397911,195.4939391,97.74696955,97.74696955,18.75462541,367398.2991,-367417.0537,-367398.2991,-1469518.178,0.9999990161,0.9990090455,-0.1606855991,-193.1617903,-193.1617903,13.90367804,0.04955529317,0.07077483798,1951944.458,-44.14254939,1951900.315,195.5493352,97.81233464,97.73700058,18.71766925,367499.4426,-367518.1602,-367499.4426,-1469922.9,0.9999990209,0.9990114627,-0.1534080477,-193.1625081,-193.1625081,13.77098804,0.04921466818,0.07055333564,2122287.617,-44.27277604,2122243.344,195.4919281,97.743897,97.74803111,18.78763922,367394.9354,-367413.723,-367394.9354,-1469504.591,0.9999990126,0.9990072858,-0.1684473842,-193.1643031,-193.1643031,14.05198996,0.04985391913,0.07093796867,2714688.03,-43.99452087,2714644.036,0.0020110000000101,0.0553960999999958,0.057407100000006,0.0030725499999988,0.0653650900000002,0.068437639999999,-0.0010615599999965,-0.0099689700000027,-0.0110305299999993,-0.0330138099999999,-0.036956159999999,-0.0699699699999989,3.363699999987148,101.1435000000056,104.50719999999274,-3.3306999999913387,-101.1064999999944,-104.43719999998576,-3.363699999987148,-101.1435000000056,-104.50719999999274,-13.587000000057742,-404.7219999998342,-418.308999999892,3.499999956524391e-09,4.800000064086873e-09,8.300000020611265e-09,1.7597000000479923e-06,2.417199999937836e-06,4.176899999985828e-06,0.0077617851,0.0072775513999999,0.0150393365,0.0025128000000051,-0.0007177999999896,0.0017950000000155,0.0025128000000051,-0.0007177999999896,0.0017950000000155,-0.1483119199999993,-0.1326900000000002,-0.2810019199999995,-0.0002986259599999,-0.00034062499,-0.00063925095,-0.0001631306899999,-0.0002215023399999,-0.0003846330299999,-762743.5719999997,170343.159,-592400.4129999997,-0.1480285199999969,-0.1302266499999973,-0.2782551699999942,-762743.7209999999,170343.0290000001,-592400.6919999998
iproplatin,-0.0679462849,195.5553679,97.77768394,97.77768394,18.71028669,367502.0949,-367520.8052,-367502.0949,-1469933.538,0.9999990217,0.9990119029,-0.4939755033,-193.1634635,-193.1634635,13.87877887,0.04982713602,0.07138727949,2457014.067,-42.33024987,2456971.736,195.6338173,97.896645,97.73717233,18.68396695,367655.5641,-367674.248,-367655.5641,-1470547.52,0.9999990258,0.9990139506,-0.4810209112,-193.1581698,-193.1581698,13.69395108,0.04929179414,0.07095487885,1407965.714,-42.51135933,1407923.203,195.5686761,97.78141887,97.78725723,18.71097983,367527.7716,-367546.4826,-367527.7716,-1470036.242,0.9999990219,0.9990119783,-0.5080940959,-193.1650385,-193.1650385,14.03524768,0.0502073276,0.07163544459,3156835.885,-42.17325465,3156793.711,-0.0133082000000115,0.0784494000000108,0.0651411999999993,-0.0037349299999931,0.1189610600000037,0.1152261300000105,-0.0095732899999916,-0.0405116099999958,-0.0500848999999874,-0.0006931399999992,-0.0263197400000017,-0.0270128800000009,-25.67669999995269,153.46919999999227,127.79250000003958,25.677399999985937,-153.4428000000189,-127.76540000003295,25.67669999995269,-153.46919999999227,-127.79250000003958,102.70400000014342,-613.9820000000764,-511.27799999993294,-2.0000001654807417e-10,4.100000006168614e-09,3.8999999896205395e-09,-7.540000002137505e-08,2.047700000007424e-06,1.972299999986049e-06,0.0141185925999999,0.0129545920999999,0.0270731846999999,0.0015750000000025,0.0052937000000099,0.0068687000000124,0.0015750000000025,0.0052937000000099,0.0068687000000124,-0.1564688099999998,-0.1848277899999999,-0.3412965999999997,-0.0003801915799999,-0.00053534188,-0.0009155334599999,-0.0002481651,-0.0004324006399999,-0.0006805657399999,-699821.818,-1049048.353,-1748870.171,-0.1569952200000059,-0.1811094599999947,-0.3381046800000007,-699821.9750000001,-1049048.533,-1748870.508
iproplatin-conf_1,-0.0672296515,195.5578543,97.77892715,97.77892715,18.70731325,367505.7106,-367524.4179,-367505.7106,-1469948.013,0.9999990221,0.9990120807,-0.4939998016,-193.1635913,-193.1635913,13.87804029,0.04967687913,0.07103888278,2523918.521,-42.76006361,2523875.761,195.5923602,97.83028163,97.76207861,18.68270201,367571.3391,-367590.0218,-367571.3391,-1470210.625,0.9999990252,0.999013669,-0.4806207564,-193.1603558,-193.1603558,13.71067533,0.0491263136,0.07058711199,1719538.537,-42.92575207,1719495.612,195.5718347,97.78302045,97.78881424,18.70855341,367532.0751,-367550.7836,-367532.0751,-1470053.466,0.9999990222,0.9990121329,-0.5081253578,-193.1649015,-193.1649015,14.03495338,0.0499407795,0.07114192833,3113738.63,-42.60259976,3113696.027,-0.0139804000000083,0.0345058999999992,0.0205254999999908,-0.0040932999999938,0.0513544800000005,0.0472611800000066,-0.0098870899999923,-0.016848539999998,-0.0267356299999903,-0.0012401600000018,-0.0246112399999987,-0.0258514000000005,-26.364500000025146,65.62849999999162,39.26399999996647,26.36570000002393,-65.60389999998733,-39.2381999999634,26.364500000025146,-65.62849999999162,-39.26399999996647,105.45299999997953,-262.6119999999646,-157.1589999999851,-1.0000000827403709e-10,3.0999999234282427e-09,2.999999915154205e-09,-5.219999998917758e-08,1.5882999999661251e-06,1.5360999999769476e-06,0.0141255562,0.0133790451999999,0.0275046013999999,0.001310200000006,0.0032355000000166,0.0045457000000226,0.001310200000006,0.0032355000000166,0.0045457000000226,-0.1569130899999997,-0.1673649599999986,-0.3242780499999984,-0.00026390037,-0.0005505655299999,-0.0008144658999999,-0.0001030455499999,-0.00045177079,-0.00055481634,-589820.1089999997,-804379.9840000002,-1394200.093,-0.1574638500000063,-0.1656884599999983,-0.3231523100000046,-589820.2659999998,-804380.149,-1394200.4149999998
iproplatin-conf_10,-0.065146474,195.5609885,97.78049423,97.78049423,18.6926432,367514.5976,-367533.2902,-367514.5976,-1469983.62,0.9999990237,0.999012881,-0.4940304304,-193.16331,-193.16331,13.87893416,0.05042459569,0.07192456478,2387205.382,-42.73679925,2387162.645,195.5715204,97.80737119,97.76414922,18.69292033,367535.2922,-367553.9851,-367535.2922,-1470066.397,0.9999990238,0.9990129549,-0.4804196287,-193.1605409,-193.1605409,13.71917993,0.05012648684,0.07171615873,1731526.845,-42.89598755,1731483.949,195.5728626,97.78372029,97.7891423,18.70662943,367538.0949,-367556.8015,-367538.0949,-1470077.553,0.9999990224,0.999012243,-0.5081355312,-193.1647562,-193.1647562,14.03449693,0.05043896182,0.07178696384,2975709.85,-42.58081388,2975667.269,-0.0118740999999999,0.0105318999999894,-0.0013422000000105,-0.0032260600000029,0.0268769599999956,0.0236508999999927,-0.0086480699999924,-0.016345010000009,-0.0249930800000015,-0.0139862300000004,0.0002771300000006,-0.0137090999999998,-23.49730000004638,20.694600000046197,-2.8027000000001863,23.51130000001285,-20.694900000002235,2.816400000010617,23.49730000004638,-20.694600000046197,2.8027000000001863,93.93299999996088,-82.77700000000186,11.155999999959022,1.2999999965401796e-09,1.0000000827403709e-10,1.400000004814217e-09,6.379999999417407e-07,7.390000000828678e-08,7.118999999500275e-07,0.0141051007999999,0.0136108017,0.0277159025,0.0014462000000037,0.0027690999999947,0.0042152999999984,0.0014462000000037,0.0027690999999947,0.0042152999999984,-0.1555627699999995,-0.1597542300000007,-0.3153170000000003,-1.4366130000005584e-05,-0.0002981088499999,-0.00031247498,0.00013760094,-0.00020840605,-7.080511000000234e-05,-588504.4679999999,-655678.5370000002,-1244183.005,-0.1559853699999962,-0.1591883000000038,-0.3151736700000001,-588504.6239999998,-655678.696,-1244183.3199999998
iproplatin-conf_2,-0.0693571488,195.5559451,97.77797256,97.77797256,18.713637,367501.1076,-367519.8212,-367501.1076,-1469929.576,0.9999990214,0.999011731,-0.4939811444,-193.1635719,-193.1635719,13.87585042,0.04955074014,0.07095102853,2511913.303,-42.50502016,2511870.798,195.6281908,97.89141386,97.73677692,18.6922945,367642.7593,-367661.4516,-367642.7593,-1470496.268,0.9999990249,0.9990134643,-0.4809665985,-193.1582998,-193.1582998,13.69105309,0.04897690664,0.0704889531,1428336.27,-42.68639071,1428293.584,195.5723338,97.78342905,97.78890473,18.71118808,367531.9288,-367550.64,-367531.9288,-1470052.871,0.9999990219,0.9990119981,-0.5081302974,-193.1651739,-193.1651739,14.03363272,0.04989547878,0.07115765569,3264389.713,-42.34658028,3264347.366,-0.0163886999999931,0.0722456999999963,0.0558570000000031,-0.0054564900000002,0.1134413000000051,0.1079848100000049,-0.0109321700000037,-0.0411956399999979,-0.0521278100000017,0.002448919999999,-0.0213424999999993,-0.0188935800000003,-30.82120000000577,141.6516999999876,110.83049999998184,30.8188000000082,-141.63039999996545,-110.81159999995724,30.82120000000577,-141.6516999999876,-110.83049999998184,123.29500000015832,-566.6920000000391,-443.3969999998808,-5.000000413701855e-10,3.500000067546693e-09,3.000000026176508e-09,-2.671000000065149e-07,1.7333000000840926e-06,1.4662000000775777e-06,0.014149153,0.0130145459,0.0271636989,0.0016020000000196,0.0052720999999849,0.0068741000000045,0.0016020000000196,0.0052720999999849,0.0068741000000045,-0.1577822999999991,-0.1847973300000003,-0.3425796299999994,-0.00034473864,-0.0005738335,-0.00091857214,-0.00020662716,-0.00046207543,-0.00066870259,-752476.4100000001,-1083577.0329999998,-1836053.443,-0.158439880000003,-0.1813705499999969,-0.33981043,-752476.568,-1083577.214,-1836053.782
iproplatin-conf_3,-0.0634223426,195.5595654,97.7797827,97.7797827,18.68780708,367509.6082,-367528.296,-367509.6082,-1469963.682,0.9999990242,0.9990131242,-0.4940165233,-193.1633445,-193.1633445,13.88056678,0.05028432686,0.07173039813,2403982.68,-42.75897083,2403939.921,195.630188,97.8894431,97.74074494,18.66546495,367647.0163,-367665.6817,-367647.0163,-1470513.403,0.9999990277,0.9990148956,-0.4809858778,-193.158255,-193.158255,13.69712818,0.04979379096,0.07138916592,1413378.415,-42.93905945,1413335.476,195.5726382,97.78420266,97.78843553,18.69690083,367535.0971,-367553.794,-367535.0971,-1470065.601,0.9999990234,0.9990127543,-0.5081333103,-193.1646415,-193.1646415,14.03557289,0.05029167297,0.07157190816,2926726.749,-42.60347182,2926684.145,-0.0130728000000033,0.0706226000000072,0.0575498000000038,-0.0044199600000069,0.1096603999999956,0.1052404399999886,-0.0086528300000026,-0.0390377599999993,-0.0476905900000019,-0.0090937500000016,-0.0223421299999984,-0.03143588,-25.488899999996647,137.40810000000056,111.91920000000393,25.49800000002142,-137.38570000004256,-111.88770000002114,25.488899999996647,-137.40810000000056,-111.91920000000393,101.9189999999944,-549.7209999999031,-447.80199999990873,7.999999551699942e-10,3.500000067546693e-09,4.300000022716688e-09,3.698999999635078e-07,1.771400000016854e-06,2.1412999999803617e-06,0.0141167869999999,0.0130306454999999,0.0271474324999999,0.0012969999999938,0.0050894999999968,0.0063864999999907,0.0012969999999938,0.0050894999999968,0.0063864999999907,-0.1550061099999986,-0.1834386000000005,-0.3384447099999992,-7.346110000000516e-06,-0.0004905358999999,-0.0004978820099999,0.0001584899699999,-0.00034123221,-0.00018274224,-522744.06899999967,-990604.265,-1513348.3339999998,-0.1554990099999997,-0.1800886199999993,-0.3355876299999991,-522744.22399999993,-990604.445,-1513348.669
iproplatin-conf_4,-0.0675157972,195.5581724,97.77908618,97.77908618,18.70647205,367507.0402,-367525.7467,-367507.0402,-1469953.335,0.9999990222,0.9990121278,-0.4940029099,-193.163581,-193.163581,13.87742174,0.04999053459,0.07146043696,2507743.243,-42.88237308,2507700.361,195.6357778,97.89568739,97.7400904,18.67583221,367658.0813,-367676.7572,-367658.0813,-1470557.622,0.9999990267,0.9990143959,-0.4810398355,-193.1584459,-193.1584459,13.69384496,0.04932848485,0.07092960546,1443156.813,-43.06227382,1443113.751,195.5716651,97.78296738,97.78869772,18.70903707,367532.5153,-367551.2244,-367532.5153,-1470055.225,0.9999990221,0.9990121059,-0.5081236791,-193.1649723,-193.1649723,14.03423174,0.05022250657,0.07153014621,3134154.616,-42.72504218,3134111.891,-0.0134927000000004,0.0776054000000101,0.0641127000000096,-0.0038812000000092,0.1166012100000131,0.1127200100000038,-0.0096115400000087,-0.0389957799999933,-0.0486073200000021,-0.0025650200000022,-0.0306398399999991,-0.0332048600000014,-25.475100000039674,151.0411000000313,125.56599999999162,25.477699999988545,-151.01049999997483,-125.53279999998632,25.475100000039674,-151.0411000000313,-125.56599999999162,101.8900000001304,-604.2870000000112,-502.3969999998808,1.0000000827403709e-10,4.4999999282424605e-09,4.599999936516497e-09,2.1900000035657285e-08,2.268099999924722e-06,2.2899999999603797e-06,0.0141207691999999,0.0129630743999999,0.0270838435999999,0.0013912999999945,0.0051350999999897,0.0065263999999842,0.0013912999999945,0.0051350999999897,0.0065263999999842,-0.1568099999999983,-0.183576780000001,-0.3403867799999993,-0.0002319719799999,-0.00066204974,-0.0008940217199999,-6.970925000000794e-05,-0.0005308314999999,-0.00060054075,-626411.3730000001,-1064586.4299999997,-1690997.8029999998,-0.157330899999998,-0.1799007400000007,-0.3372316399999988,-626411.5299999998,-1064586.61,-1690998.14
iproplatin-conf_5,-0.0703716332,195.5579789,97.77898944,97.77898944,18.70679633,367503.8088,-367522.5156,-367503.8088,-1469940.408,0.9999990221,0.999012109,-0.494001019,-193.1635521,-193.1635521,13.87514443,0.04962403732,0.07100456986,2508388.173,-42.45460276,2508345.718,195.6263721,97.88789848,97.73847361,18.68734993,367638.4596,-367657.1469,-367638.4596,-1470479.089,0.9999990253,0.9990137097,-0.480949043,-193.158391,-193.158391,13.69115114,0.04900174871,0.07050123012,1440276.821,-42.63534332,1440234.186,195.5752738,97.78465916,97.79061465,18.70633177,367536.4792,-367555.1855,-367536.4792,-1470071.091,0.9999990225,0.999012279,-0.5081593964,-193.1650221,-193.1650221,14.03312436,0.04991369105,0.07115153466,3180122.065,-42.29593105,3180079.77,-0.017294899999996,0.0683932000000027,0.0510983000000067,-0.0056697200000002,0.1089090400000003,0.1032393200000001,-0.0116252099999911,-0.0405158300000039,-0.052141039999995,0.000464560000001,-0.0194463999999996,-0.0189818399999985,-32.6704000000027,134.65080000000307,101.98040000000036,32.66990000003716,-134.6313000000082,-101.96139999997104,32.6704000000027,-134.65080000000307,-101.98040000000036,130.68299999996088,-538.6809999998659,-407.997999999905,-3.999999220738459e-10,3.1999999317022802e-09,2.800000009628434e-09,-1.6999999996603068e-07,1.600699999992905e-06,1.4307000000268744e-06,0.0141583773999999,0.0130519759999999,0.0272103533999999,0.0014699999999834,0.0051611000000093,0.0066310999999927,0.0014699999999834,0.0051611000000093,0.0066310999999927,-0.1579799299999997,-0.1839932900000001,-0.3419732199999998,-0.0002896537299999,-0.00062228861,-0.0009119423399999,-0.0001469647999999,-0.00050333974,-0.00065030454,-671733.892,-1068111.352,-1739845.244,-0.1586717100000001,-0.1807405599999967,-0.3394122699999968,-671734.0520000001,-1068111.532,-1739845.584
iproplatin-conf_6,-0.067318754,195.5599468,97.77997339,97.77997339,18.66258088,367507.6181,-367526.2807,-367507.6181,-1469955.822,0.9999990268,0.9990144582,-0.4940202505,-193.1626616,-193.1626616,13.88022329,0.05019049358,0.0715832188,2270759.325,-42.21362617,2270717.112,195.6282507,97.88741292,97.74083775,18.65016954,367644.902,-367663.5522,-367644.902,-1470505.007,0.9999990292,0.9990156858,-0.4809671765,-193.1576281,-193.1576281,13.69633557,0.04963523433,0.0711658015,1372264.591,-42.39423659,1372222.197,195.5693171,97.78279511,97.78652201,18.67358474,367525.0584,-367543.732,-367525.0584,-1470025.539,0.9999990258,0.9990139564,-0.5081004404,-193.1639293,-193.1639293,14.03413023,0.05032276636,0.07160313859,2719163.068,-42.0594071,2719121.008,-0.0093703000000004,0.0683038999999894,0.0589335999999889,-0.00282172,0.1074395300000077,0.1046178100000077,-0.0065486200000037,-0.0391356399999978,-0.0456842600000015,-0.0110038599999988,-0.0124113399999998,-0.0234151999999987,-17.44029999995837,137.28389999998035,119.84360000002198,17.45130000001518,-137.27149999997346,-119.82019999995828,17.44029999995837,-137.28389999998035,-119.84360000002198,69.71700000017881,-549.1850000000559,-479.46799999987707,9.999999717180683e-10,2.399999976532285e-09,3.399999948250354e-09,5.01799999996777e-07,1.227599999986673e-06,1.7293999999834495e-06,0.0140801899,0.0130530739999999,0.0271332639,0.0012676999999996,0.0050334999999961,0.0063011999999957,0.0012676999999996,0.0050334999999961,0.0063011999999957,-0.1539069400000006,-0.1838877199999995,-0.3377946600000001,-0.0001322727799999,-0.00055525925,-0.00068753203,-1.99197900000031e-05,-0.0004174173,-0.00043733709,-448403.7429999998,-898494.7340000002,-1346898.477,-0.1542190699999963,-0.1806104200000007,-0.334829489999997,-448403.8959999997,-898494.9150000003,-1346898.811
iproplatin-conf_7,-0.0651812663,195.5597319,97.77986595,97.77986595,18.69295522,367511.831,-367530.5239,-367511.831,-1469972.552,0.9999990236,0.999012854,-0.4940181505,-193.1633841,-193.1633841,13.87945151,0.05049753519,0.07201407069,2405789.092,-42.86105537,2405746.23,195.6446773,97.90242689,97.74225046,18.65283036,367676.0343,-367694.6871,-367676.0343,-1470629.526,0.9999990292,0.9990156832,-0.4811257453,-193.1582871,-193.1582871,13.69592843,0.05000080145,0.07167908115,1413144.596,-43.04056084,1413101.555,195.5717272,97.78362847,97.78809874,18.70201887,367534.9441,-367553.6462,-367534.9441,-1470064.968,0.9999990229,0.9990124767,-0.508124294,-193.1648032,-193.1648032,14.03479712,0.05048161695,0.07182794571,2990659.174,-42.70527295,2990616.469,-0.0119952999999952,0.0849454000000093,0.0729501000000141,-0.0037625199999951,0.1225609399999996,0.1187984200000045,-0.0082327899999938,-0.0376154900000074,-0.0458482800000012,-0.009063649999998,-0.0401248600000023,-0.0491885100000004,-23.113100000016857,164.20329999999376,141.0901999999769,23.12230000004638,-164.16320000000997,-141.0408999999636,23.113100000016857,-164.20329999999376,-141.0901999999769,92.41600000020117,-656.974000000162,-564.5579999999609,7.000000579182596e-10,5.599999908234565e-09,6.299999966152825e-09,3.772999999096527e-07,2.829200000054044e-06,3.2064999999636967e-06,0.0141061435,0.0128924051999999,0.0269985487,0.0014190999999925,0.0050970000000063,0.0065160999999989,0.0014190999999925,0.0050970000000063,0.0065160999999989,-0.1553456099999994,-0.1835230800000005,-0.33886869,1.5918239999995754e-05,-0.0004967337399999,-0.0004808155,0.00018612498,-0.0003349895399999,-0.0001488645599999,-584870.0819999999,-992644.4960000004,-1577514.5780000002,-0.1557824200000013,-0.1795054699999951,-0.3352878899999965,-584870.2390000001,-992644.675,-1577514.914
